Variable,Value
L[8],3.24
L[9],5.15
L[10],3.88
L[11],2.32
L[12],2.32
L[13],5.15
L[14],5.15
L[15],2.57
L[16],5.15
L[17],3.23
L[18],3.88
L[19],2.32
L[20],2.57
L[21],3.88
L[22],2.32
L[23],5.15
L[24],3.23
L[25],5.15
L[26],3.23
L[27],3.23
L[28],2.57
L[29],3.24
L[30],3.23
L[31],3.23
L[32],3.239999999999995
L[33],3.24
L[34],2.32
L[35],3.23
L[36],5.15
L[37],3.24
L[38],2.57
L[39],3.23
L[40],5.15
L[41],2.32
L[42],5.15
L[43],3.23
L[44],3.23
L[45],3.24
L[46],3.88
L[47],3.24
L[48],3.23
L[49],5.15
L[50],2.57
